row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
36_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
36_6,4,7,14,19,26,31,101,35,27,33,19,33,3,7,5,7,5,
36_7,4,7,15,20,27,31,104,35,27,34,20,35,3,8,5,7,4,
36_8,4,7,14,21,27,30,103,34,26,34,20,35,3,7,7,6,3,
36_9,3,6,12,18,23,29,91,32,26,29,17,30,3,6,6,5,6,
36_10,3,6,13,19,25,28,94,31,25,31,19,32,3,7,6,6,3,
37_1,5,5,13,17,20,26,86,31,21,25,15,30,0,8,4,3,6,
37_2,4,9,18,23,27,30,111,34,26,36,18,41,5,9,5,4,3,
37_3,3,8,15,21,27,29,103,32,26,35,19,36,5,7,6,6,2,
37_4,4,8,14,21,24,29,100,33,25,32,16,35,4,6,7,3,5,
37_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
37_6,1,6,15,20,24,29,95,30,28,30,18,35,5,9,5,4,5,
37_7,2,8,18,21,25,30,104,32,28,33,17,39,6,10,3,4,5,
37_8,1,8,17,21,25,29,101,30,28,33,17,38,7,9,4,4,4,
37_9,2,8,14,19,25,28,96,30,26,33,17,33,6,6,5,6,3,
37_10,1,7,13,19,23,27,90,28,26,30,16,32,6,6,6,4,4,
38_1,3,5,10,17,21,24,80,27,21,26,16,27,2,5,7,4,3,
38_2,7,10,17,21,25,28,108,35,21,35,15,38,3,7,4,4,3,
38_3,3,9,15,19,26,29,101,32,26,35,17,34,6,6,4,7,3,
38_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,
38_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
38_6,1,5,10,17,25,29,87,30,28,30,20,27,4,5,7,8,4,
38_7,1,5,11,18,27,30,92,31,29,32,22,29,4,6,7,9,3,
38_8,1,6,12,19,26,29,93,30,28,32,20,31,5,6,7,7,3,
38_9,1,6,12,18,26,30,93,31,29,32,20,30,5,6,6,8,4,
38_10,1,7,15,21,27,31,102,32,30,34,20,36,6,8,6,6,4,
39_1,3,6,10,17,20,26,82,29,23,26,14,27,3,4,7,3,6,
39_2,5,8,18,23,25,29,108,34,24,33,17,41,3,10,5,2,4,
39_3,3,9,18,23,26,29,108,32,26,35,17,41,6,9,5,3,3,
39_4,3,8,14,19,24,28,96,31,25,32,16,33,5,6,5,5,4,
39_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
39_6,2,9,18,24,28,32,113,34,30,37,19,42,7,9,6,4,4,
39_7,3,10,17,23,30,32,115,35,29,40,20,40,7,7,6,7,2,
39_8,1,5,16,22,29,32,105,33,31,34,24,38,4,11,6,7,3,
39_9,2,6,15,21,29,32,105,34,30,35,23,36,4,9,6,8,3,
39_10,2,5,14,22,28,30,101,32,28,33,23,36,3,9,8,6,2,
40_1,5,8,11,13,19,24,80,29,19,27,11,24,3,3,2,6,5,
40_2,3,7,18,21,24,28,101,31,25,31,17,39,4,11,3,3,4,
40_3,3,7,16,21,26,28,101,31,25,33,19,37,4,9,5,5,2,
40_4,3,8,14,19,24,28,96,31,25,32,16,33,5,6,5,5,4,
40_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
40_6,3,9,15,23,25,29,104,32,26,34,16,38,6,6,8,2,4,
40_7,5,10,22,27,29,31,124,36,26,39,19,49,5,12,5,2,2,
40_8,2,8,17,23,27,30,107,32,28,35,19,40,6,9,6,4,3,
40_9,3,9,18,21,27,30,108,33,27,36,18,39,6,9,3,6,3,
40_10,2,8,18,23,27,29,107,31,27,35,19,41,6,10,5,4,2,
41_1,2,4,12,16,19,22,75,24,20,23,15,28,2,8,4,3,3,
41_2,6,9,18,22,25,30,110,36,24,34,16,40,3,9,4,3,5,
41_3,4,8,15,20,26,29,102,33,25,34,18,35,4,7,5,6,3,
41_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,
41_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
41_6,3,7,12,21,25,30,98,33,27,32,18,33,4,5,9,4,5,
41_7,3,9,16,23,28,31,110,34,28,37,19,39,6,7,7,5,3,
41_8,2,6,14,22,27,30,101,32,28,33,21,36,4,8,8,5,3,
41_9,2,8,14,20,26,30,100,32,28,34,18,34,6,6,6,6,4,
41_10,3,7,14,21,27,30,102,33,27,34,20,35,4,7,7,6,3,
42_1,3,5,13,18,22,25,86,28,22,27,17,31,2,8,5,4,3,
42_2,6,10,17,23,26,28,110,34,22,36,16,40,4,7,6,3,2,
42_3,4,9,15,21,28,30,107,34,26,37,19,36,5,6,6,7,2,
42_4,3,8,13,19,24,28,95,31,25,32,16,32,5,5,6,5,4,
42_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
42_6,1,5,14,21,27,33,101,34,32,32,22,35,4,9,7,6,6,
42_7,1,6,15,21,30,33,106,34,32,36,24,36,5,9,6,9,3,
42_8,2,6,13,20,27,32,100,34,30,33,21,33,4,7,7,7,5,
42_9,2,7,15,19,26,31,100,33,29,33,19,34,5,8,4,7,5,
42_10,2,5,14,19,26,31,97,33,29,31,21,33,3,9,5,7,5,
43_1,3,8,15,20,23,27,96,30,24,31,15,35,5,7,5,3,4,
43_2,3,7,15,20,24,29,98,32,26,31,17,35,4,8,5,4,5,
43_3,2,7,15,20,27,28,99,30,26,34,20,35,5,8,5,7,1,
43_4,3,7,13,18,24,29,94,32,26,31,17,31,4,6,5,6,5,
43_5,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,
43_6,1,8,20,25,27,29,110,30,28,35,19,45,7,12,5,2,2,
43_7,3,10,21,26,28,30,118,33,27,38,18,47,7,11,5,2,2,
43_8,1,8,19,24,26,29,107,30,28,34,18,43,7,11,5,2,3,
43_9,1,7,15,20,24,28,95,29,27,31,17,35,6,8,5,4,4,
43_10,2,9,18,24,27,29,109,31,27,36,18,42,7,9,6,3,2,
44_1,2,5,10,15,21,23,76,25,21,26,16,25,3,5,5,6,2,
44_2,6,10,17,23,26,29,111,35,23,36,16,40,4,7,6,3,3,
44_3,3,9,16,21,27,30,106,33,27,36,18,37,6,7,5,6,3,
44_4,4,8,14,20,24,29,99,33,25,32,16,34,4,6,6,4,5,
44_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
44_6,2,8,14,22,24,29,99,31,27,32,16,36,6,6,8,2,5,
44_7,2,8,13,20,25,31,99,33,29,33,17,33,6,5,7,5,6,
44_8,2,9,16,23,26,30,106,32,28,35,17,39,7,7,7,3,4,
44_9,3,10,15,20,23,29,100,32,26,33,13,35,7,5,5,3,6,
44_10,2,7,15,21,25,29,99,31,27,32,18,36,5,8,6,4,4,
45_1,2,7,14,17,23,24,87,26,22,30,16,31,5,7,3,6,1,
45_2,3,9,16,20,25,28,101,31,25,34,16,36,6,7,4,5,3,
45_3,4,8,15,20,27,29,103,33,25,35,19,35,4,7,5,7,2,
45_4,3,8,14,19,24,28,96,31,25,32,16,33,5,6,5,5,4,
45_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
45_6,3,12,17,25,27,32,116,35,29,39,15,42,9,5,8,2,5,
45_7,4,13,16,25,29,32,119,36,28,42,16,41,9,3,9,4,3,
45_8,4,12,17,25,28,31,117,35,27,40,16,42,8,5,8,3,3,
45_9,3,9,13,20,27,30,102,33,27,36,18,33,6,4,7,7,3,
45_10,2,8,16,22,27,30,105,32,28,35,19,38,6,8,6,5,3,
46_1,3,5,13,17,20,27,85,30,24,25,15,30,2,8,4,3,7,
46_2,6,11,19,23,26,29,114,35,23,37,15,42,5,8,4,3,3,
46_3,3,8,13,19,25,29,97,32,26,33,17,32,5,5,6,6,4,
46_4,3,7,13,18,24,29,94,32,26,31,17,31,4,6,5,6,5,
46_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
46_6,4,8,18,24,28,32,114,36,28,36,20,42,4,10,6,4,4,
46_7,4,9,17,26,29,32,117,36,28,38,20,43,5,8,9,3,3,
46_8,2,6,16,23,27,30,104,32,28,33,21,39,4,10,7,4,3,
46_9,2,9,18,23,26,30,108,32,28,35,17,41,7,9,5,3,4,
46_10,2,9,17,23,27,31,109,33,29,36,18,40,7,8,6,4,4,
47_1,1,7,12,14,21,25,80,26,24,28,14,26,6,5,2,7,4,
47_2,5,9,19,23,27,27,110,32,22,36,18,42,4,10,4,4,0,
47_3,3,8,16,21,27,29,104,32,26,35,19,37,5,8,5,6,2,
47_4,4,8,14,20,25,29,100,33,25,33,17,34,4,6,6,5,4,
47_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
47_6,1,7,15,22,27,29,101,30,28,34,20,37,6,8,7,5,2,
47_7,2,10,17,23,28,29,109,31,27,38,18,40,8,7,6,5,1,
47_8,2,7,14,21,25,28,97,30,26,32,18,35,5,7,7,4,3,
47_9,2,8,14,21,26,30,101,32,28,34,18,35,6,6,7,5,4,
47_10,1,7,13,19,24,28,92,29,27,31,17,32,6,6,6,5,4,
48_1,3,7,14,17,23,28,92,31,25,30,16,31,4,7,3,6,5,
48_2,6,12,19,23,26,31,117,37,25,38,14,42,6,7,4,3,5,
48_3,4,7,14,19,26,29,99,33,25,33,19,33,3,7,5,7,3,
48_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,
48_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
48_6,5,9,19,26,30,32,121,37,27,39,21,45,4,10,7,4,2,
48_7,4,8,18,24,30,31,115,35,27,38,22,42,4,10,6,6,1,
48_8,4,10,18,25,30,32,119,36,28,40,20,43,6,8,7,5,2,
48_9,5,11,15,23,29,31,114,36,26,40,18,38,6,4,8,6,2,
48_10,3,8,13,19,24,28,95,31,25,32,16,32,5,5,6,5,4,
49_1,3,6,12,17,23,26,87,29,23,29,17,29,3,6,5,6,3,
49_2,7,11,18,22,25,28,111,35,21,36,14,40,4,7,4,3,3,
49_3,4,8,16,20,26,29,103,33,25,34,18,36,4,8,4,6,3,
49_4,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,
49_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
49_6,3,9,20,23,28,31,114,34,28,37,19,43,6,11,3,5,3,
49_7,3,10,22,25,29,32,121,35,29,39,19,47,7,12,3,4,3,
49_8,2,9,20,24,29,31,115,33,29,38,20,44,7,11,4,5,2,
49_9,1,9,19,22,29,31,111,32,30,38,20,41,8,10,3,7,2,
49_10,2,6,17,21,27,29,102,31,27,33,21,38,4,11,4,6,2,
50_1,3,6,12,18,23,27,89,30,24,29,17,30,3,6,6,5,4,
50_2,8,13,19,22,26,30,118,38,22,39,13,41,5,6,3,4,4,
50_3,5,11,17,22,27,29,111,34,24,38,16,39,6,6,5,5,2,
50_4,4,9,15,20,25,29,102,33,25,34,16,35,5,6,5,5,4,
50_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
50_6,4,7,13,17,23,28,92,32,24,30,16,30,3,6,4,6,5,
50_7,5,9,14,20,25,29,102,34,24,34,16,34,4,5,6,5,4,
50_8,4,7,12,19,23,28,93,32,24,30,16,31,3,5,7,4,5,
50_9,6,9,13,15,22,27,92,33,21,31,13,28,3,4,2,7,5,
50_10,5,8,14,21,25,28,101,33,23,33,17,35,3,6,7,4,3,
