row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
36_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
36_6,2,8,12,17,27,31,97,33,29,35,19,29,6,4,5,10,4,
36_7,2,5,13,17,25,30,92,32,28,30,20,30,3,8,4,8,5,
36_8,2,8,12,16,26,30,94,32,28,34,18,28,6,4,4,10,4,
36_9,1,4,15,20,26,28,94,29,27,30,22,35,3,11,5,6,2,
36_10,2,7,15,20,26,30,100,32,28,33,19,35,5,8,5,6,4,
37_1,9,15,21,25,30,32,132,41,23,45,15,46,6,6,4,5,2,
37_2,2,10,19,22,26,30,109,32,28,36,16,41,8,9,3,4,4,
37_3,4,8,14,21,26,30,103,34,26,34,18,35,4,6,7,5,4,
37_4,5,8,13,19,23,28,96,33,23,31,15,32,3,5,6,4,5,
37_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
37_6,4,8,13,17,24,30,96,34,26,32,16,30,4,5,4,7,6,
37_7,4,8,15,19,25,30,101,34,26,33,17,34,4,7,4,6,5,
37_8,5,7,13,16,20,28,89,33,23,27,13,29,2,6,3,4,8,
37_9,3,6,12,18,21,27,87,30,24,27,15,30,3,6,6,3,6,
37_10,2,6,12,16,20,26,82,28,24,26,14,28,4,6,4,4,6,
38_1,6,13,19,28,30,31,127,37,25,43,17,47,7,6,9,2,1,
38_2,4,10,17,23,27,29,110,33,25,37,17,40,6,7,6,4,2,
38_3,5,8,13,23,26,29,104,34,24,34,18,36,3,5,10,3,3,
38_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6,
38_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
38_6,3,7,14,17,22,27,90,30,24,29,15,31,4,7,3,5,5,
38_7,2,7,13,18,23,26,89,28,24,30,16,31,5,6,5,5,3,
38_8,2,6,9,14,22,24,77,26,22,28,16,23,4,3,5,8,2,
38_9,2,5,9,15,20,24,75,26,22,25,15,24,3,4,6,5,4,
38_10,3,7,11,15,20,26,82,29,23,27,13,26,4,4,4,5,6,
39_1,7,13,20,23,28,30,121,37,23,41,15,43,6,7,3,5,2,
39_2,4,9,16,20,25,29,103,33,25,34,16,36,5,7,4,5,4,
39_3,4,7,13,21,26,29,100,33,25,33,19,34,3,6,8,5,3,
39_4,4,9,14,18,23,29,97,33,25,32,14,32,5,5,4,5,6,
39_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
39_6,0,6,12,19,26,30,93,30,30,32,20,31,6,6,7,7,4,
39_7,1,7,14,20,25,29,96,30,28,32,18,34,6,7,6,5,4,
39_8,1,7,14,18,25,29,94,30,28,32,18,32,6,7,4,7,4,
39_9,1,8,16,21,26,30,102,31,29,34,18,37,7,8,5,5,4,
39_10,4,9,16,18,25,30,102,34,26,34,16,34,5,7,2,7,5,
40_1,8,13,17,26,28,31,123,39,23,41,15,43,5,4,9,2,3,
40_2,3,9,19,25,27,30,113,33,27,36,18,44,6,10,6,2,3,
40_3,5,9,12,21,26,29,102,34,24,35,17,33,4,3,9,5,3,
40_4,5,8,13,18,23,28,95,33,23,31,15,31,3,5,5,5,5,
40_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
40_6,3,12,15,20,30,32,112,35,29,42,18,35,9,3,5,10,2,
40_7,1,6,16,21,29,32,105,33,31,35,23,37,5,10,5,8,3,
40_8,2,8,14,19,29,31,103,33,29,37,21,33,6,6,5,10,2,
40_9,3,6,11,20,27,29,96,32,26,33,21,31,3,5,9,7,2,
40_10,3,6,10,16,21,26,82,29,23,27,15,26,3,4,6,5,5,
41_1,4,11,18,23,25,29,110,33,25,36,14,41,7,7,5,2,4,
41_2,4,12,19,21,26,28,110,32,24,38,14,40,8,7,2,5,2,
41_3,5,9,14,21,27,29,105,34,24,36,18,35,4,5,7,6,2,
41_4,5,8,13,18,23,28,95,33,23,31,15,31,3,5,5,5,5,
41_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
41_6,5,10,22,26,28,30,121,35,25,38,18,48,5,12,4,2,2,
41_7,2,7,18,24,27,30,108,32,28,34,20,42,5,11,6,3,3,
41_8,3,9,19,21,27,30,109,33,27,36,18,40,6,10,2,6,3,
41_9,3,7,17,22,26,28,103,31,25,33,19,39,4,10,5,4,2,
41_10,2,9,13,17,22,29,92,31,27,31,13,30,7,4,4,5,7,
42_1,6,13,19,25,29,31,123,37,25,42,16,44,7,6,6,4,2,
42_2,3,8,15,20,26,29,101,32,26,34,18,35,5,7,5,6,3,
42_3,4,8,12,18,25,29,96,33,25,33,17,30,4,4,6,7,4,
42_4,4,8,12,18,23,28,93,32,24,31,15,30,4,4,6,5,5,
42_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
42_6,2,8,15,22,26,30,103,32,28,34,18,37,6,7,7,4,4,
42_7,2,5,13,21,26,30,97,32,28,31,21,34,3,8,8,5,4,
42_8,2,8,14,20,26,31,101,33,29,34,18,34,6,6,6,6,5,
42_9,4,7,14,21,27,30,103,34,26,34,20,35,3,7,7,6,3,
42_10,3,8,16,20,24,28,99,31,25,32,16,36,5,8,4,4,4,
43_1,6,13,17,27,29,32,124,38,26,42,16,44,7,4,10,2,3,
43_2,3,8,13,22,29,30,105,33,27,37,21,35,5,5,9,7,1,
43_3,4,8,12,23,27,30,104,34,26,35,19,35,4,4,11,4,3,
43_4,4,8,12,18,23,29,94,33,25,31,15,30,4,4,6,5,6,
43_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
43_6,2,7,13,16,27,32,97,34,30,34,20,29,5,6,3,11,5,
43_7,2,6,13,17,25,31,94,33,29,31,19,30,4,7,4,8,6,
43_8,2,8,15,16,25,30,96,32,28,33,17,31,6,7,1,9,5,
43_9,2,6,13,18,25,31,95,33,29,31,19,31,4,7,5,7,6,
43_10,1,7,11,16,23,30,88,31,29,30,16,27,6,4,5,7,7,
44_1,5,14,21,24,28,31,123,36,26,42,14,45,9,7,3,4,3,
44_2,2,8,15,21,26,28,100,30,26,34,18,36,6,7,6,5,2,
44_3,4,6,12,20,26,29,97,33,25,32,20,32,2,6,8,6,3,
44_4,4,7,13,17,23,29,93,33,25,30,16,30,3,6,4,6,6,
44_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
44_6,1,8,17,20,26,30,102,31,29,34,18,37,7,9,3,6,4,
44_7,1,5,15,19,24,29,93,30,28,29,19,34,4,10,4,5,5,
44_8,1,6,12,15,22,28,84,29,27,28,16,27,5,6,3,7,6,
44_9,2,5,13,21,25,29,95,31,27,30,20,34,3,8,8,4,4,
44_10,1,6,12,15,21,29,84,30,28,27,15,27,5,6,3,6,8,
45_1,13,16,21,25,29,30,134,43,17,45,13,46,3,5,4,4,1,
45_2,5,13,18,23,28,31,118,36,26,41,15,41,8,5,5,5,3,
45_3,5,8,13,22,28,30,106,35,25,36,20,35,3,5,9,6,2,
45_4,4,8,12,19,23,29,95,33,25,31,15,31,4,4,7,4,6,
45_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
45_6,3,10,15,21,25,30,104,33,27,35,15,36,7,5,6,4,5,
45_7,5,9,18,23,28,31,114,36,26,37,19,41,4,9,5,5,3,
45_8,3,9,15,20,24,28,99,31,25,33,15,35,6,6,5,4,4,
45_9,2,8,14,19,24,28,95,30,26,32,16,33,6,6,5,5,4,
45_10,4,12,18,21,26,29,110,33,25,38,14,39,8,6,3,5,3,
46_1,5,13,20,25,31,32,126,37,27,44,18,45,8,7,5,6,1,
46_2,4,10,18,24,29,30,115,34,26,39,19,42,6,8,6,5,1,
46_3,5,8,13,21,27,30,104,35,25,35,19,34,3,5,8,6,3,
46_4,5,8,13,18,23,29,96,34,24,31,15,31,3,5,5,5,6,
46_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
46_6,2,11,14,23,28,32,110,34,30,39,17,37,9,3,9,5,4,
46_7,3,10,13,24,27,32,109,35,29,37,17,37,7,3,11,3,5,
46_8,3,9,11,19,27,31,100,34,28,36,18,30,6,2,8,8,4,
46_9,2,7,12,19,25,29,94,31,27,32,18,31,5,5,7,6,4,
46_10,3,9,14,17,23,30,96,33,27,32,14,31,6,5,3,6,7,
47_1,8,14,22,26,28,30,128,38,22,42,14,48,6,8,4,2,2,
47_2,3,8,14,21,27,30,103,33,27,35,19,35,5,6,7,6,3,
47_3,4,7,12,20,26,29,98,33,25,33,19,32,3,5,8,6,3,
47_4,4,7,12,18,23,29,93,33,25,30,16,30,3,5,6,5,6,
47_5,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,
47_6,4,8,16,25,28,32,113,36,28,36,20,41,4,8,9,3,4,
47_7,3,7,16,22,26,30,104,33,27,33,19,38,4,9,6,4,4,
47_8,3,9,18,22,26,32,110,35,29,35,17,40,6,9,4,4,6,
47_9,2,8,16,21,27,31,105,33,29,35,19,37,6,8,5,6,4,
47_10,3,9,13,18,23,30,96,33,27,32,14,31,6,4,5,5,7,
48_1,6,14,18,26,30,29,123,35,23,44,16,44,8,4,8,4,-1,
48_2,4,9,14,23,30,31,111,35,27,39,21,37,5,5,9,7,1,
48_3,5,9,14,22,28,30,108,35,25,37,19,36,4,5,8,6,2,
48_4,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5,
48_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
48_6,2,10,20,24,29,30,115,32,28,39,19,44,8,10,4,5,1,
48_7,1,7,16,22,26,28,100,29,27,33,19,38,6,9,6,4,2,
48_8,2,9,16,22,28,30,107,32,28,37,19,38,7,7,6,6,2,
48_9,1,7,13,19,24,27,91,28,26,31,17,32,6,6,6,5,3,
48_10,2,7,12,15,20,27,83,29,25,27,13,27,5,5,3,5,7,
49_1,8,13,17,20,26,26,110,34,18,39,13,37,5,4,3,6,0,
49_2,6,9,16,21,26,29,107,35,23,35,17,37,3,7,5,5,3,
49_3,6,9,13,20,26,29,103,35,23,35,17,33,3,4,7,6,3,
49_4,4,7,13,18,23,28,93,32,24,30,16,31,3,6,5,5,5,
49_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
49_6,6,10,15,24,29,31,115,37,25,39,19,39,4,5,9,5,2,
49_7,5,11,17,23,28,32,116,37,27,39,17,40,6,6,6,5,4,
49_8,6,12,13,22,29,31,113,37,25,41,17,35,6,1,9,7,2,
49_9,3,7,11,18,24,28,91,31,25,31,17,29,4,4,7,6,4,
49_10,2,5,10,15,18,27,77,29,25,23,13,25,3,5,5,3,9,
50_1,8,14,19,27,28,31,127,39,23,42,14,46,6,5,8,1,3,
50_2,5,8,16,23,27,29,108,34,24,35,19,39,3,8,7,4,2,
50_3,5,7,12,22,27,29,102,34,24,34,20,34,2,5,10,5,2,
50_4,5,8,13,19,24,29,98,34,24,32,16,32,3,5,6,5,5,
50_5,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5,
50_6,3,10,20,22,29,31,115,34,28,39,19,42,7,10,2,7,2,
50_7,2,10,18,21,28,30,109,32,28,38,18,39,8,8,3,7,2,
50_8,2,9,16,20,29,31,107,33,29,38,20,36,7,7,4,9,2,
50_9,2,5,14,20,26,29,96,31,27,31,21,34,3,9,6,6,3,
50_10,3,6,12,16,24,28,89,31,25,30,18,28,3,6,4,8,4,
