row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
37_4,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
37_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5
37_6,3,9,18,22,25,30,107,33,27,34,16,40,6,9,4,3,5
37_7,4,8,18,23,26,30,109,34,26,34,18,41,4,10,5,3,4
37_8,3,9,15,20,24,29,100,32,26,33,15,35,6,6,5,4,5
37_9,3,10,16,20,24,29,102,32,26,34,14,36,7,6,4,4,5
37_10,4,11,15,18,23,28,99,32,24,34,12,33,7,4,3,5,5
38_1,9,10,13,20,25,27,104,36,18,35,15,33,1,3,7,5,2
38_2,6,6,15,19,22,28,96,34,22,28,16,34,0,9,4,3,6
38_3,5,6,12,16,22,28,89,33,23,28,16,28,1,6,4,6,6
38_4,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
38_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
38_6,2,4,12,18,23,29,88,31,27,27,19,30,2,8,6,5,6
38_7,1,4,14,18,25,29,91,30,28,29,21,32,3,10,4,7,4
38_8,1,4,11,16,24,30,86,31,29,28,20,27,3,7,5,8,6
38_9,2,7,12,16,24,30,91,32,28,31,17,28,5,5,4,8,6
38_10,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5
39_1,8,10,11,15,21,26,91,34,18,31,11,26,2,1,4,6,5
39_2,5,8,10,14,17,24,78,29,19,25,9,24,3,2,4,3,7
39_3,4,7,13,17,22,29,92,33,25,29,15,30,3,6,4,5,7
39_4,5,10,15,20,25,29,104,34,24,35,15,35,5,5,5,5,4
39_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
39_6,4,8,15,16,19,30,92,34,26,27,11,31,4,7,1,3,11
39_7,3,8,14,19,20,28,92,31,25,28,12,33,5,6,5,1,8
39_8,1,6,13,16,21,28,85,29,27,27,15,29,5,7,3,5,7
39_9,3,8,12,18,24,30,95,33,27,32,16,30,5,4,6,6,6
39_10,3,8,12,16,21,29,89,32,26,29,13,28,5,4,4,5,8
40_1,9,12,14,18,21,25,99,34,16,33,9,32,3,2,4,3,4
40_2,5,7,13,16,18,28,87,33,23,25,11,29,2,6,3,2,10
40_3,6,8,16,19,22,30,101,36,24,30,14,35,2,8,3,3,8
40_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5
40_5,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5
40_6,4,11,13,15,24,28,95,32,24,35,13,28,7,2,2,9,4
40_7,2,7,11,15,22,26,83,28,24,29,15,26,5,4,4,7,4
40_8,3,7,10,14,20,26,80,29,23,27,13,24,4,3,4,6,6
40_9,5,11,12,16,22,28,94,33,23,33,11,28,6,1,4,6,6
40_10,6,12,13,17,23,29,100,35,23,35,11,30,6,1,4,6,6
41_1,9,10,14,20,23,26,102,35,17,33,13,34,1,4,6,3,3
41_2,5,7,12,16,19,28,87,33,23,26,12,28,2,5,4,3,9
41_3,3,7,15,19,24,29,97,32,26,31,17,34,4,8,4,5,5
41_4,5,10,15,20,24,29,103,34,24,34,14,35,5,5,5,4,5
41_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
41_6,3,8,13,15,22,29,90,32,26,30,14,28,5,5,2,7,7
41_7,1,7,18,22,25,29,102,30,28,32,18,40,6,11,4,3,4
41_8,1,7,16,17,20,25,86,26,24,27,13,33,6,9,1,3,5
41_9,2,7,11,16,21,25,82,27,23,28,14,27,5,4,5,5,4
41_10,3,9,13,15,22,27,89,30,24,31,13,28,6,4,2,7,5
42_1,10,11,12,19,25,26,103,36,16,36,14,31,1,1,7,6,1
42_2,4,6,9,13,18,25,75,29,21,24,12,22,2,3,4,5,7
42_3,4,6,13,19,23,28,93,32,24,29,17,32,2,7,6,4,5
42_4,5,8,14,19,24,28,98,33,23,32,16,33,3,6,5,5,4
42_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5
42_6,3,10,16,21,27,31,108,34,28,37,17,37,7,6,5,6,4
42_7,4,10,14,22,27,30,107,34,26,37,17,36,6,4,8,5,3
42_8,3,7,11,18,23,27,89,30,24,30,16,29,4,4,7,5,4
42_9,4,8,12,18,25,28,95,32,24,33,17,30,4,4,6,7,3
42_10,3,9,12,18,24,28,94,31,25,33,15,30,6,3,6,6,4
43_1,8,8,11,16,22,27,92,35,19,30,14,27,0,3,5,6,5
43_2,6,7,14,16,19,28,90,34,22,26,12,30,1,7,2,3,9
43_3,5,8,15,18,22,29,97,34,24,30,14,33,3,7,3,4,7
43_4,5,9,15,19,23,28,99,33,23,32,14,34,4,6,4,4,5
43_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5
43_6,3,8,19,22,25,30,107,33,27,33,17,41,5,11,3,3,5
43_7,2,6,16,21,24,28,97,30,26,30,18,37,4,10,5,3,4
43_8,1,6,12,18,21,26,84,27,25,27,15,30,5,6,6,3,5
43_9,2,7,11,16,23,28,87,30,26,30,16,27,5,4,5,7,5
43_10,3,7,11,16,22,29,88,32,26,29,15,27,4,4,5,6,7
44_1,11,11,13,19,24,29,107,40,18,35,13,32,0,2,6,5,5
44_2,6,7,12,18,19,28,90,34,22,26,12,30,1,5,6,1,9
44_3,6,9,15,20,24,29,103,35,23,33,15,35,3,6,5,4,5
44_4,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4
44_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5
44_6,2,5,9,18,25,29,88,31,27,30,20,27,3,4,9,7,4
44_7,2,4,10,18,24,28,86,30,26,28,20,28,2,6,8,6,4
44_8,2,6,13,17,21,26,85,28,24,27,15,30,4,7,4,4,5
44_9,3,7,10,16,21,25,82,28,22,28,14,26,4,3,6,5,4
44_10,5,9,11,16,22,26,89,31,21,31,13,27,4,2,5,6,4
45_1,9,11,14,19,25,28,106,37,19,36,14,33,2,3,5,6,3
45_2,6,8,13,20,24,29,100,35,23,32,16,33,2,5,7,4,5
45_3,4,6,14,19,23,30,96,34,26,29,17,33,2,8,5,4,7
45_4,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5
45_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
45_6,2,8,14,16,23,28,91,30,26,31,15,30,6,6,2,7,5
45_7,2,7,11,17,23,30,90,32,28,30,16,28,5,4,6,6,7
45_8,1,5,10,16,23,30,85,31,29,28,18,26,4,5,6,7,7
45_9,2,6,8,15,23,29,83,31,27,29,17,23,4,2,7,8,6
45_10,3,9,10,14,21,28,85,31,25,30,12,24,6,1,4,7,7
46_1,9,10,11,16,22,29,97,38,20,32,12,27,1,1,5,6,7
46_2,4,6,12,17,19,29,87,33,25,25,13,29,2,6,5,2,10
46_3,6,9,15,20,25,31,106,37,25,34,16,35,3,6,5,5,6
46_4,5,9,14,20,25,29,102,34,24,34,16,34,4,5,6,5,4
46_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
46_6,0,6,11,17,21,28,83,28,28,27,15,28,6,5,6,4,7
46_7,1,6,15,22,26,30,100,31,29,32,20,37,5,9,7,4,4
46_8,1,6,10,17,20,30,84,31,29,26,14,27,5,4,7,3,10
46_9,2,8,11,17,20,30,88,32,28,28,12,28,6,3,6,3,10
46_10,3,8,12,16,21,29,89,32,26,29,13,28,5,4,4,5,8
47_1,9,11,12,20,26,28,106,37,19,37,15,32,2,1,8,6,2
47_2,6,8,11,18,22,27,92,33,21,30,14,29,2,3,7,4,5
47_3,6,8,17,20,23,29,103,35,23,31,15,37,2,9,3,3,6
47_4,6,9,15,19,24,29,102,35,23,33,15,34,3,6,4,5,5
47_5,5,9,14,19,23,28,98,33,23,32,14,33,4,5,5,4,5
47_6,4,7,12,18,21,27,89,31,23,28,14,30,3,5,6,3,6
47_7,3,7,14,19,23,27,93,30,24,30,16,33,4,7,5,4,4
47_8,2,9,15,17,22,27,92,29,25,31,13,32,7,6,2,5,5
47_9,4,8,13,18,22,27,92,31,23,30,14,31,4,5,5,4,5
47_10,5,11,14,17,21,27,95,32,22,32,10,31,6,3,3,4,6
48_1,8,10,14,18,24,25,99,33,17,34,14,32,2,4,4,6,1
48_2,6,7,14,17,20,26,90,32,20,27,13,31,1,7,3,3,6
48_3,5,7,13,17,22,29,93,34,24,29,15,30,2,6,4,5,7
48_4,5,10,15,20,25,29,104,34,24,35,15,35,5,5,5,5,4
48_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
48_6,4,11,15,19,24,31,104,35,27,35,13,34,7,4,4,5,7
48_7,3,8,13,20,22,31,97,34,28,30,14,33,5,5,7,2,9
48_8,2,8,10,15,20,28,83,30,26,28,12,25,6,2,5,5,8
48_9,3,9,10,16,21,29,88,32,26,30,12,26,6,1,6,5,8
48_10,3,10,11,15,21,28,88,31,25,31,11,26,7,1,4,6,7
49_1,7,9,12,18,24,27,97,34,20,33,15,30,2,3,6,6,3
49_2,6,7,12,16,19,27,87,33,21,26,12,28,1,5,4,3,8
49_3,4,7,15,21,24,30,101,34,26,31,17,36,3,8,6,3,6
49_4,5,9,15,20,25,29,103,34,24,34,16,35,4,6,5,5,4
49_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
49_6,4,8,14,19,25,31,101,35,27,33,17,33,4,6,5,6,6
49_7,3,7,15,21,26,31,103,34,28,33,19,36,4,8,6,5,5
49_8,2,6,8,14,18,30,78,32,28,24,12,22,4,2,6,4,12
49_9,4,7,10,15,21,29,86,33,25,28,14,25,3,3,5,6,8
49_10,3,8,11,14,20,27,83,30,24,28,12,25,5,3,3,6,7
50_1,6,10,12,18,23,24,93,30,18,33,13,30,4,2,6,5,1
50_2,4,6,11,15,17,24,77,28,20,23,11,26,2,5,4,2,7
50_3,3,6,13,18,24,29,93,32,26,30,18,31,3,7,5,6,5
50_4,4,9,15,19,25,29,101,33,25,34,16,34,5,6,4,6,4
50_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
50_6,1,8,14,21,25,29,98,30,28,33,17,35,7,6,7,4,4
50_7,1,8,11,18,23,27,88,28,26,31,15,29,7,3,7,5,4
50_8,2,8,11,15,22,26,84,28,24,30,14,26,6,3,4,7,4
50_9,3,8,11,17,24,28,91,31,25,32,16,28,5,3,6,7,4
50_10,5,10,12,19,25,29,100,34,24,35,15,31,5,2,7,6,4
